Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission
Hyundai Santro  2005 Club,2005,1240000,1240000,149500,Petrol,Customer,Manual
Hyundai Santro  2005 Club GV,2005,1625000,1625000,98000,Petrol,Customer,Manual
Hyundai Santro  2005 Exec,2005,1080000,1080000,134000,Petrol,Customer,Manual
Hyundai Santro  2005 Exec GV,2005,1250000,1250000,88000,Petrol,Customer,Manual
Hyundai Santro  2005 Prime GV,2005,960000,960000,786786,Petrol,Customer,Manual
Hyundai Santro  2006 ,2006,1125000,1125000,120000,Petrol,Customer,Automatic
Hyundai Santro  2006 Club,2006,10500000,10500000,18989,Petrol,Customer,Manual
Hyundai Santro  2006 Club GV,2006,1500000,1500000,98333,Petrol,Customer,Manual
Hyundai Santro  2006 Exec,2006,1150000,1150000,101000,Petrol,Customer,Automatic
Hyundai Santro  2006 Exec GV,2006,1250000,1250000,120000,Petrol,Customer,Manual
Hyundai Santro  2006 Prime GV,2006,875000,875000,100000,Petrol,Customer,Manual
Hyundai Santro  2007 ,2007,1200000,1200000,170612,Petrol,Customer,Manual
Hyundai Santro  2007 Club,2007,1250000,1250000,14000,Petrol,Customer,Manual
Hyundai Santro  2007 Club GV,2007,1400000,1400000,60000,Petrol,Customer,Manual
Hyundai Santro  2007 Exec,2007,1120000,1120000,144368,Petrol,PakWheels,Manual
Hyundai Santro  2007 Exec GV,2007,1170000,1170000,12345,Petrol,Customer,Manual
Hyundai Santro  2007 Prime GV,2007,1125000,1125000,167500,Petrol,Customer,Manual
Hyundai Santro  2008 ,2008,1110000,1110000,72088,Petrol,Customer,Manual
Hyundai Santro  2008 Club,2008,1700000,1700000,128000,Petrol,Customer,Manual
Hyundai Santro  2008 Club GV,2008,1600000,1600000,109125,Petrol,Customer,Manual
Hyundai Santro  2008 Prime GV,2008,1350000,1350000,150000,Petrol,Customer,Manual
Hyundai Santro  2009 ,2009,1095000,1095000,1,Petrol,Customer,Manual
Hyundai Santro  2009 Club,2009,1275000,1275000,141000,Petrol,Customer,Manual
Hyundai Santro  2009 Club GV,2009,1500000,1500000,56499,Petrol,Customer,Manual
Hyundai Santro  2009 Exec,2009,1520000,1520000,40,Petrol,Customer,Manual
Hyundai Santro  2010 Club,2010,1530000,1530000,101982,Petrol,Customer,Manual
Hyundai Santro  2024 ,2024,880000,880000,198000,Petrol,Customer,Manual
Hyundai Shehzore  2001 ,2001,2350000,2350000,100000,Diesel,Customer,Manual
Hyundai Shehzore  2001 Pickup H-100 (With Deck and Side Wall),2001,2050000,2050000,100000,Diesel,Customer,Manual
Hyundai Shehzore  2003 ,2003,1500000,1500000,2000,Diesel,Customer,Manual
Hyundai Shehzore  2004 Pickup H-100,2004,2595000,2595000,123456,Diesel,Customer,Manual
Hyundai Shehzore  2005 ,2005,2750000,2750000,2,Diesel,Customer,Manual
Hyundai Shehzore  2005 Pickup H-100 (With Deck and Side Wall),2005,2500000,2500000,100000,Diesel,Customer,Manual
Hyundai Shehzore  2006 ,2006,3000000,3000000,300000,Diesel,Customer,Manual
Hyundai Shehzore  2006 Pickup H-100 (Flat Bed),2006,2000000,2000000,200000,Diesel,Customer,Manual
Hyundai Shehzore  2006 Pickup H-100 (With Deck and Side Wall),2006,2950000,2950000,215000,Diesel,Customer,Manual
Hyundai Shehzore  2007 ,2007,3350000,3350000,350000,Diesel,Customer,Manual
Hyundai Shehzore  2007 Pickup H-100,2007,2800000,2800000,150000,Diesel,Customer,Manual
Hyundai Shehzore  2007 Pickup H-100 (With Deck and Side Wall),2007,2500000,2500000,120000,Diesel,Customer,Manual
Hyundai Shehzore  2008 ,2008,3300000,3300000,71000,Diesel,Customer,Manual
Hyundai Shehzore  2008 Pickup H-100,2008,3100000,3100000,140000,Diesel,Customer,Manual
Hyundai Shehzore  2008 Pickup H-100 (Flat Bed),2008,2830000,2830000,123456,Diesel,Customer,Manual
Hyundai Shehzore  2021 ,2021,4800000,4800000,22000,Diesel,Customer,Manual
Hyundai Shehzore  2022 ,2022,4000000,4000000,90805,Diesel,Customer,Manual
Hyundai Shehzore  2022 Pickup H-100 (With Deck and Side Wall),2022,3725000,3725000,51000,Petrol,Customer,Manual
Hyundai Shehzore  2024 ,2024,4079000,4079000,101,Diesel,Customer,Manual
Hyundai Sonata  2005 2.5,2005,2500000,2500000,102000,Petrol,Customer,Automatic
Hyundai Sonata  2007 ,2007,2650000,2650000,99999,Petrol,Customer,Automatic
Hyundai Sonata  2021 2.0,2021,8950000,8950000,13000,Petrol,Customer,Automatic
Hyundai Sonata  2021 2.5,2021,100000000,100000000,38000,Petrol,Customer,Automatic
Hyundai Sonata  2022 2.0,2022,9130000,9130000,22000,Petrol,Customer,Automatic
Hyundai Sonata  2022 2.5,2022,10500000,10500000,9500,Petrol,Customer,Automatic
Hyundai Sonata  2023 2.0,2023,10400000,10400000,11000,Petrol,Customer,Automatic
Hyundai Sonata  2023 2.5,2023,12200000,12200000,7500,Petrol,Customer,Automatic
Hyundai Sonata  2024 2.5,2024,12000000,12000000,50,Petrol,Customer,Automatic
Hyundai Terracan  2005 2.9 CRTD,2005,4350000,4350000,200000,Diesel,Customer,Automatic
Hyundai Terracan  2006 ,2006,3650000,3650000,149000,Petrol,Customer,Automatic
Hyundai Tucson  2018 ,2018,5550000,5550000,40000,Petrol,Customer,Manual
Hyundai Tucson  2020 AWD A/T Ultimate,2020,7300000,7300000,38247,Petrol,PakWheels,Automatic
Hyundai Tucson  2020 FWD A/T GLS Sport,2020,7250000,7250000,13374,Petrol,PakWheels,Automatic
Hyundai Tucson  2021 ,2021,7500000,7500000,58000,Petrol,Customer,Automatic
Hyundai Tucson  2021 AWD A/T Ultimate,2021,8300000,8300000,29000,Petrol,Customer,Automatic
Hyundai Tucson  2021 FWD A/T GLS,2021,7000000,7000000,27000,Petrol,Customer,Automatic
Hyundai Tucson  2021 FWD A/T GLS Sport,2021,7800000,7800000,6200,Petrol,Customer,Automatic
Hyundai Tucson  2022 ,2022,7150000,7150000,90000,Petrol,Customer,Automatic
Hyundai Tucson  2022 AWD A/T Ultimate,2022,8600000,8600000,55000,Petrol,Customer,Automatic
Hyundai Tucson  2022 FWD A/T GLS Sport,2022,8500000,8500000,14000,Petrol,Customer,Automatic
Hyundai Tucson  2023 AWD A/T Ultimate,2023,9070000,9070000,3800,Petrol,Customer,Automatic
Hyundai Tucson  2023 FWD A/T GLS,2023,8300000,8300000,18000,Petrol,Customer,Automatic
Hyundai Tucson  2023 FWD A/T GLS Sport,2023,8425000,8425000,1450,Petrol,Customer,Automatic
Hyundai Tucson  2024 AWD A/T Ultimate,2024,9350000,9350000,1700,Petrol,Customer,Automatic
Hyundai Tucson  2024 FWD A/T GLS,2024,8398000,8398000,20,Petrol,Customer,Automatic
Hyundai Tucson  2024 FWD A/T GLS Sport,2024,8800000,8800000,11000,Petrol,Customer,Automatic
Hyundai i10  2014 ,2014,3200000,3200000,44000,Petrol,Customer,Manual
Isuzu D-Max  2002 ,2002,1820000,1820000,127000,Diesel,Customer,Manual
Isuzu D-Max  2003 ,2003,1895000,1895000,125000,Diesel,Customer,Manual
Isuzu D-Max  2007 ,2007,4450000,4450000,122000,Diesel,Customer,Manual
Isuzu D-Max  2019 V-Cross Automatic 3.0,2019,7900000,7900000,57000,Diesel,Customer,Automatic
Isuzu D-Max  2019 V-Cross Limited GTX Edition,2019,7250000,7250000,69500,Diesel,Customer,Automatic
Isuzu D-Max  2020 ,2020,8100000,8100000,79000,Diesel,Customer,Automatic
Isuzu D-Max  2020 V-Cross Automatic 3.0,2020,8900000,8900000,55000,Diesel,Customer,Automatic
Isuzu D-Max  2020 V-Cross Limited GTX Edition,2020,8900000,8900000,56000,Diesel,Customer,Automatic
Isuzu D-Max  2021 V-Cross Automatic 3.0,2021,12000000,12000000,25000,Diesel,Customer,Automatic
Isuzu D-Max  2022 V-Cross Automatic 3.0,2022,13000000,13000000,25000,Diesel,Customer,Automatic
Isuzu NKR  2003 ,2003,2500000,2500000,150000,Diesel,Customer,Manual
Isuzu NKR  2017 ,2017,5500000,5500000,24000,Diesel,Customer,Manual
Isuzu NKR  2019 ,2019,5000000,5000000,291000,Diesel,Customer,Manual
Isuzu NKR  2020 ,2020,6000000,6000000,150000,Diesel,Customer,Manual
Isuzu NKR  2022 ,2022,7800000,7800000,68000,Diesel,Customer,Manual
Isuzu NKR  2023 ,2023,8900000,8900000,29000,Diesel,Customer,Automatic
Isuzu Trooper  1986 GSB,1986,1125000,1125000,100000,Diesel,Customer,Automatic
JAC T6  2020 Comfort,2020,3979999,3979999,108000,Petrol,Customer,Manual
JAC X200  2018 ,2018,3200000,3200000,73000,Diesel,Customer,Manual
JAC X200  2018 Base Grade,2018,3400000,3400000,123,Diesel,Customer,Manual
JAC X200  2020 Base Grade,2020,4000000,4000000,35000,Diesel,Customer,Manual
JAC X200  2022 Base Grade,2022,3820000,3820000,257000,Diesel,Customer,Manual
JAC X200  2024 ,2024,4600000,4600000,1000,Diesel,Customer,Manual
JW Forland Bravo  2007 ,2007,2000000,2000000,100000,Diesel,Customer,Manual
JW Forland Bravo  2021 ,2021,1555000,1555000,17200,Petrol,Customer,Manual
JW Forland Bravo  2021 1.0,2021,1920000,1920000,58000,Petrol,Customer,Manual
JW Forland Bravo  2021 3.0+,2021,2350000,2350000,58000,Diesel,Customer,Manual
JW Forland C-10   2022 ,2022,3000000,3000000,7000,Petrol,Customer,Manual
JW Forland C-311  2019 ,2019,3600000,3600000,100000,Petrol,Customer,Manual
JW Forland Safari   2022 ,2022,2500000,2500000,12000,Diesel,Customer,Manual
JW Forland Safari   2024 ,2024,4300000,4300000,38000,Petrol,Customer,Manual
JW Forland Safari   2024 Deluxe 1.5 EFI,2024,4050000,4050000,1,Petrol,Customer,Manual
JW Forland Safari   2024 Premium 1.5 DLX,2024,2000000,2000000,13000,Petrol,Customer,Manual
Jaguar S Type  2009 ,2009,9500000,9500000,74000,Petrol,Customer,Automatic
Jaguar XF  2009 ,2009,12500000,12500000,87000,Petrol,Customer,Automatic
Jaguar XF  2009 3.0 V6 Premium Luxury,2009,10000000,10000000,96000,Petrol,Customer,Automatic
Jeep CJ 5  1960 ,1960,2770000,2770000,15000,Petrol,Customer,Manual
Jeep CJ 5  1961 ,1961,3000000,3000000,5000,Petrol,Customer,Automatic
Jeep CJ 5  1965 ,1965,750000,750000,16000,Diesel,Customer,Manual
Jeep CJ 5  1968 ,1968,1000000,1000000,200,Diesel,Customer,Manual
Jeep CJ 5  1975 ,1975,1500000,1500000,100000,Diesel,Customer,Manual
Jeep CJ 5  1975 2.5,1975,1450000,1450000,1,Diesel,Customer,Manual
Jeep CJ 5  1977 ,1977,2850000,2850000,4500,Diesel,Customer,Manual
Jeep CJ 5  1979 2.5,1979,850000,850000,100000,Diesel,Customer,Manual
Jeep CJ 5  1980 ,1980,1600000,1600000,50000,Diesel,Customer,Manual
Jeep CJ 5  1981 2.5,1981,2250000,2250000,100000,Petrol,Customer,Manual
Jeep CJ 5  1982 ,1982,2500000,2500000,1000,Diesel,Customer,Manual
Jeep CJ 5  1988 ,1988,900000,900000,4000,Petrol,Customer,Manual
Jeep CJ 5  1998 ,1998,2400000,2400000,14000,Diesel,Customer,Manual
Jeep Cherokee  1974 ,1974,1400000,1400000,548481,Diesel,Customer,Manual
Jeep Cherokee  1975 ,1975,1570000,1570000,100034,Diesel,Customer,Manual
Jeep Cherokee  1980 ,1980,950000,950000,50000,Petrol,Customer,Manual
Jeep Cherokee  1988 ,1988,1150000,1150000,50000,Petrol,Customer,Manual
Jeep Cherokee  2001 X,2001,4250000,4250000,103000,Petrol,Customer,Automatic
Jeep Cherokee  2002 ,2002,4400000,4400000,198000,Petrol,Customer,Automatic
Jeep Cj 7  1968 ,1968,2100000,2100000,1,Diesel,Customer,Manual
Jeep Cj 7  1979 ,1979,2190000,2190000,100000,Diesel,Customer,Manual
Jeep Cj 7  1984 ,1984,1250000,1250000,100000,Diesel,Customer,Manual
Jeep Gladiator   1951 ,1951,1100000,1100000,100,Diesel,Customer,Manual
Jeep Gladiator   1988 ,1988,2300000,2300000,100000,Petrol,Customer,Automatic
Jeep Gladiator   2020 Rubicon,2020,25900000,25900000,18000,Petrol,Customer,Automatic
Jeep M 151  1951 ,1951,2250000,2250000,100000,Petrol,Customer,Manual
Jeep M 151  1951 Standard,1951,1500000,1500000,100000,Diesel,Customer,Manual
Jeep M 151  1952 Standard,1952,1500000,1500000,1,Petrol,Customer,Manual
Jeep M 151  1960 Standard,1960,1200000,1200000,200000,Diesel,Customer,Manual
Jeep M 151  1968 ,1968,1000000,1000000,100000,Diesel,Customer,Manual
Jeep M 151  1979 Standard,1979,2000000,2000000,18000,Diesel,Customer,Manual
Jeep M 151  1980 ,1980,600000,600000,158968,Diesel,Customer,Manual
Jeep M 151  1980 Standard,1980,1400000,1400000,100000,Diesel,Customer,Manual
Jeep M 151  1982 ,1982,1150000,1150000,258201,Diesel,Customer,Manual
Jeep M 151  1982 Standard,1982,990000,990000,164,Diesel,Customer,Manual
Jeep M 151  1983 ,1983,1500000,1500000,45000,Diesel,Customer,Manual
Jeep M 151  1986 ,1986,2500000,2500000,120000,Petrol,Customer,Manual
Jeep M 151  1988 Standard,1988,900000,900000,100000,Diesel,Customer,Manual
Jeep M 151  1990 ,1990,1720000,1720000,12000,Diesel,Customer,Automatic
Jeep M 151  1998 Standard,1998,1590000,1590000,100000,Diesel,Customer,Manual
Jeep Other  1987 ,1987,2550000,2550000,1001,Diesel,Customer,Manual
Jeep Other  2017 ,2017,8800000,8800000,84000,Petrol,Customer,Automatic
Jeep Wrangler  1960 ,1960,1600000,1600000,1000000,Diesel,Customer,Manual
Jeep Wrangler  1977 ,1977,600000,600000,20000,Diesel,Customer,Manual
Jeep Wrangler  1979 ,1979,1650000,1650000,17,Diesel,Customer,Manual
Jeep Wrangler  1980 ,1980,2850000,2850000,123456,Diesel,Customer,Manual
Jeep Wrangler  1981 ,1981,1500000,1500000,177810,Diesel,Customer,Manual
Jeep Wrangler  1984 ,1984,1550000,1550000,100000,Petrol,Customer,Manual
Jeep Wrangler  1984 Custom,1984,3500000,3500000,40000,Petrol,Customer,Automatic
Jeep Wrangler  1998 Extreme Sport,1998,5200000,5200000,96000,Petrol,Customer,Automatic
KIA Classic  2000 ,2000,730000,730000,10000,Petrol,Customer,Manual
KIA Classic  2000 LX,2000,750000,750000,978754,Petrol,Customer,Manual
KIA Classic  2001 ,2001,819999,819999,100000,Petrol,Customer,Automatic
KIA Classic  2001 LX,2001,675000,675000,200000,Petrol,Customer,Manual
KIA Classic  2002 ,2002,950000,950000,229735,Petrol,Customer,Manual
KIA Classic  2002 LX,2002,650000,650000,12560,Petrol,Customer,Manual
KIA Classic  2003 ,2003,680000,680000,250000,LPG,Customer,Manual
KIA Classic  2003 LX,2003,1075000,1075000,95000,Petrol,Customer,Manual
KIA Classic  2004 ,2004,894999,894999,56000,Petrol,Customer,Manual
KIA Classic  2004 LX,2004,375000,375000,200000,Petrol,Customer,Manual
KIA Classic  2005 ,2005,500000,500000,192000,Petrol,Customer,Manual
KIA Classic  2005 LX,2005,800000,800000,100000,Petrol,Customer,Manual
KIA Frontier K2700  2019 ,2019,3000000,3000000,58000,Diesel,Customer,Manual
KIA Grand Carnival  2019 EX,2019,8200000,8200000,172322,Petrol,PakWheels,Automatic
KIA Grand Carnival  2019 EX+,2019,8500000,8500000,74685,Petrol,PakWheels,Automatic
KIA Grand Carnival  2019 LX,2019,7800000,7800000,60694,Petrol,PakWheels,Automatic
KIA Grand Carnival  2020 EX,2020,9500000,9500000,82800,Petrol,Customer,Automatic
KIA Grand Carnival  2020 EX+,2020,9000000,9000000,40589,Petrol,PakWheels,Automatic
KIA Grand Carnival  2020 GLS+,2020,8000000,8000000,99024,Petrol,Customer,Automatic
KIA Grand Carnival  2021 Executive,2021,14500000,14500000,90000,Petrol,Customer,Automatic
KIA Grand Carnival  2021 GLS,2021,12000000,12000000,75000,Petrol,Customer,Automatic
KIA Grand Carnival  2021 GLS+,2021,14600000,14600000,10000,Petrol,Customer,Automatic
KIA Grand Carnival  2022 GLS,2022,14500000,14500000,52000,Petrol,Customer,Automatic
KIA Grand Carnival  2022 GLS+,2022,14000000,14000000,18000,Petrol,Customer,Automatic
KIA Grand Carnival  2023 Executive,2023,18000000,18000000,10,Petrol,Customer,Automatic
KIA Other  1993 ,1993,830000,830000,300000,Diesel,Customer,Manual
KIA Other  1996 ,1996,1019999,1019999,200000,Petrol,Customer,Manual
KIA Picanto  2019 ,2019,2425000,2425000,101000,Petrol,Customer,Manual
KIA Picanto  2019 1.0 AT,2019,2950000,2950000,74000,Petrol,Customer,Automatic
KIA Picanto  2019 1.0 MT,2019,2875000,2875000,41000,Petrol,Customer,Manual
KIA Picanto  2020 ,2020,4100000,4100000,99000,Petrol,Customer,Automatic
KIA Picanto  2020 1.0 AT,2020,3150000,3150000,47000,Petrol,Customer,Automatic
KIA Picanto  2020 1.0 MT,2020,2850000,2850000,84000,Petrol,Customer,Manual
KIA Picanto  2021 ,2021,3300000,3300000,29000,Petrol,Customer,Automatic
KIA Picanto  2021 1.0 AT,2021,3300000,3300000,19520,Petrol,Customer,Automatic
KIA Picanto  2021 1.0 MT,2021,3100000,3100000,17331,Petrol,Customer,Manual
KIA Picanto  2022 ,2022,3290000,3290000,6000,Petrol,Customer,Automatic
KIA Picanto  2022 1.0 AT,2022,3600000,3600000,3554,Petrol,Customer,Automatic
KIA Picanto  2022 1.0 MT,2022,3300000,3300000,5000,Petrol,Customer,Manual
KIA Picanto  2023 ,2023,3400000,3400000,10495,Petrol,Customer,Manual
KIA Picanto  2023 1.0 AT,2023,3750000,3750000,25,Petrol,Customer,Automatic
KIA Picanto  2023 1.0 MT,2023,3200000,3200000,8200,Petrol,Customer,Manual
KIA Picanto  2024 ,2024,3700000,3700000,5000,Petrol,Customer,Automatic
KIA Picanto  2024 1.0 AT,2024,4000000,4000000,2000,Petrol,Customer,Automatic
KIA Picanto  2024 1.0 MT,2024,3729999,3729999,3800,Petrol,Customer,Manual
KIA Pride  1995 1.1,1995,375000,375000,150000,Petrol,Customer,Manual
KIA Pride  1996 ,1996,440000,440000,1,Petrol,Customer,Manual
KIA Pride  1996 1.1,1996,550000,550000,197633,Petrol,Customer,Manual
KIA Pride  1997 1.1,1997,459999,459999,174000,Petrol,Customer,Manual
KIA Rio  2020 ,2020,4400000,4400000,40000,Petrol,Customer,Automatic
KIA Shehzore K2700  2024 Grand Cabin,2024,7600000,7600000,49,Diesel,Customer,Manual
KIA Sorento  2021 2.4 AWD,2021,8200000,8200000,44879,Petrol,PakWheels,Automatic
KIA Sorento  2021 2.4 FWD,2021,8500000,8500000,16800,Petrol,Customer,Automatic
KIA Sorento  2021 3.5 FWD,2021,9690000,9690000,71000,Petrol,Customer,Automatic
KIA Sorento  2022 ,2022,8500000,8500000,2893,Petrol,Customer,Automatic
KIA Sorento  2022 2.4 AWD,2022,9000000,9000000,5500,Petrol,Customer,Automatic
KIA Sorento  2022 2.4 FWD,2022,8700000,8700000,5095,Petrol,PakWheels,Automatic
KIA Sorento  2022 3.5 FWD,2022,9600000,9600000,42000,Petrol,Customer,Automatic
KIA Sorento  2023 2.4 AWD,2023,8225000,8225000,28000,Petrol,Customer,Automatic
KIA Sorento  2023 3.5 FWD,2023,10000000,10000000,16000,Petrol,Customer,Automatic
KIA Sorento  2024 2.4 AWD,2024,9725000,9725000,6152,Petrol,Customer,Automatic
KIA Sorento  2024 2.4 FWD,2024,10200000,10200000,2700,Petrol,Customer,Automatic
KIA Sorento  2024 3.5 FWD,2024,10700000,10700000,35,Petrol,Customer,Automatic
KIA Spectra  2001 ,2001,730000,730000,103341,Petrol,PakWheels,Automatic
KIA Spectra  2001 1.5,2001,650000,650000,147000,Petrol,Customer,Manual
KIA Spectra  2001 1.6,2001,850000,850000,1,Petrol,Customer,Manual
KIA Spectra  2002 ,2002,745000,745000,96000,Petrol,Customer,Manual
KIA Spectra  2003 ,2003,1000000,1000000,1,Petrol,Customer,Manual
KIA Spectra  2004 ,2004,680000,680000,100000,Petrol,Customer,Manual
KIA Spectra  2005 ,2005,900000,900000,10000,Petrol,Customer,Manual
KIA Sportage  2002 ,2002,1275000,1275000,155000,Petrol,Customer,Automatic
KIA Sportage  2002 2.0 LX 4x4,2002,1550000,1550000,84554,Petrol,Customer,Manual
KIA Sportage  2003 ,2003,1750000,1750000,150000,Petrol,Customer,Automatic
KIA Sportage  2003 2.0 LX 4x4,2003,1900000,1900000,95000,Petrol,Customer,Manual
KIA Sportage  2004 ,2004,1600000,1600000,123456,Diesel,Customer,Manual
KIA Sportage  2004 2.0 LX 4x4,2004,2350000,2350000,90000,Diesel,Customer,Manual
KIA Sportage  2005 ,2005,1900000,1900000,162000,Diesel,Customer,Manual
KIA Sportage  2006 ,2006,2100000,2100000,198000,Petrol,Customer,Automatic
KIA Sportage  2007 ,2007,3650000,3650000,177000,Diesel,Customer,Automatic
KIA Sportage  2019 AWD,2019,7000000,7000000,50000,Petrol,Customer,Automatic
KIA Sportage  2019 FWD,2019,6500000,6500000,120000,Petrol,Customer,Automatic
KIA Sportage  2020 ,2020,6500000,6500000,38000,Petrol,Customer,Automatic
KIA Sportage  2020 AWD,2020,7700000,7700000,25500,Petrol,Customer,Automatic
KIA Sportage  2020 Alpha,2020,5900000,5900000,68000,Petrol,Customer,Automatic
KIA Sportage  2020 FWD,2020,7050000,7050000,27902,Petrol,PakWheels,Automatic
KIA Sportage  2021 ,2021,7400000,7400000,39000,Petrol,Customer,Automatic
KIA Sportage  2021 AWD,2021,8000000,8000000,7990,Petrol,Customer,Automatic
KIA Sportage  2021 Alpha,2021,6800000,6800000,12500,Petrol,Customer,Automatic
KIA Sportage  2021 FWD,2021,7290000,7290000,38100,Petrol,Customer,Automatic
KIA Sportage  2022 ,2022,7550000,7550000,42000,Petrol,Customer,Automatic
KIA Sportage  2022 AWD,2022,8200000,8200000,6200,Petrol,Customer,Automatic
KIA Sportage  2022 Alpha,2022,7100000,7100000,40000,Petrol,Customer,Automatic
KIA Sportage  2022 FWD,2022,7650000,7650000,45000,Petrol,Customer,Automatic
KIA Sportage  2023 AWD,2023,8600000,8600000,6130,Petrol,Customer,Automatic
KIA Sportage  2023 Alpha,2023,7650000,7650000,3000,Petrol,Customer,Automatic
KIA Sportage  2023 Black Limited Edition,2023,9000000,9000000,1250,Petrol,Customer,Automatic
KIA Sportage  2023 FWD,2023,8000000,8000000,11691,Petrol,Customer,Automatic
KIA Sportage  2024 AWD,2024,8850000,8850000,11000,Petrol,Customer,Automatic
KIA Sportage  2024 Alpha,2024,7739000,7739000,36,Petrol,Customer,Automatic
KIA Sportage  2024 Black Limited Edition,2024,9550000,9550000,5200,Petrol,Customer,Automatic
KIA Sportage  2024 Clear White Limited Edition,2024,9600000,9600000,700,Petrol,Customer,Automatic
